     ],
    "_tflow_select-2.1.0-gpu.tar.bz2": {
      "build": "gpu",
      "build_number": 0,
      "depends": [],
      "md5": "07c39b44a0e15d995056b822fec12a06",
      "name": "_tflow_select",
      "sha256": "8596e5e2b8360c39324c75dedb7212e7121ef99982b72b43d4f06ed61410d026",
      "size": 2995,
      "subdir": "win-64",
      "timestamp": 1538709813431,
      "version": "2.1.0"
    },
    "_tflow_select-2.2.0-eigen.tar.bz2": {
      "build": "eigen",
      "build_number": 0,
      "depends": [],
      "md5": "9f0a8a3fcd4783d14c090282577e5b13",
      "name": "_tflow_select",
      "sha256": "f0d87710ded10b49178ca0ebc5a2024f4724aae18108249bc61a6476643dc451",
      "size": 3004,
      "subdir": "win-64",
      "timestamp": 1538709815212,
      "version": "2.2.0"
    },
    "_tflow_select-2.3.0-mkl.tar.bz2": {
      "build": "mkl",
      "build_number": 0,
      "depends": [],
      "md5": "faf5d5763311ae04cfb3a335af3b8fac",
      "name": "_tflow_select",
      "sha256": "12e0c1e2926a629de7ab7099c19787281016d71402591b2f42859034d4f1f4d3",
      "size": 3001,
      "subdir": "win-64",
      "timestamp": 1538709809837,
      "version": "2.3.0"
    },
    "absl-py-0.1.10-py27_0.tar.bz2": {
      "build": "py27_0",
      "build_number": 0,
      "depends": [
        "python >=2.7,<2.8.0a0",
        "six"
      ],
      "license": "Apache 2.0",
      "license_family": "Apache",
      "md5": "e482abdd7948f1990279985f12a401c5",
      "name": "absl-py",
      "sha256": "6c975704603c730dd9da894ac10c06ee12e85580fff7a09edddebd35b5b7514f",
      "size": 129417,
      "subdir": "win-64",
      "timestamp": 1517610199632,
      "version": "0.1.10"
    },
    "absl-py-0.1.10-py35_0.tar.bz2": {
      "build": "py35_0",
      "build_number": 0,
      "depends": [
        "python >=3.5,<3.6.0a0",
        "six"
      ],
      "license": "Apache 2.0",
      "license_family": "Apache",
      "md5": "4ed11d6a28781bc50c61271204
